timestamp,machine_id,temperature_c,vibration_hz,cycle_time_sec,status
2026-06-23 13:52:04,Assembly_Station_X,45.59,15.2,57.73,Normal
2026-06-23 13:57:04,Welding_Robot_2,47.69,34.69,57.13,Normal
2026-06-23 14:02:04,Assembly_Station_X,68.73,23.1,57.27,Normal
2026-06-23 14:07:04,Welding_Robot_2,45.88,17.29,54.85,Normal
2026-06-23 14:12:04,Welding_Robot_1,52.57,32.1,57.22,Normal
2026-06-23 14:17:04,Welding_Robot_1,47.43,18.35,52.11,Normal
2026-06-23 14:22:04,Welding_Robot_1,48.48,16.07,52.81,Normal
2026-06-23 14:27:04,Assembly_Station_X,53.6,23.85,54.42,Normal
2026-06-23 14:32:04,Assembly_Station_X,48.73,19.66,51.48,Normal
2026-06-23 14:37:04,Welding_Robot_1,63.65,26.51,49.15,Normal
2026-06-23 14:42:04,Welding_Robot_2,65.71,46.19,54.67,Normal
2026-06-23 14:47:04,Welding_Robot_2,84.21,32.12,49.88,Anomaly
2026-06-23 14:52:04,Assembly_Station_X,55.17,39.55,55.98,Normal
2026-06-23 14:57:04,Welding_Robot_1,50.54,34.52,54.8,Normal
2026-06-23 15:02:04,Welding_Robot_1,60.04,32.65,58.78,Normal
2026-06-23 15:07:04,Welding_Robot_1,40.04,28.29,56.76,Normal
2026-06-23 15:12:04,Paint_Booth_A,45.7,40.39,46.76,Normal
2026-06-23 15:17:04,Welding_Robot_2,56.93,37.12,51.28,Normal
2026-06-23 15:22:04,Welding_Robot_2,54.97,35.72,55.94,Normal
2026-06-23 15:27:04,Welding_Robot_2,60.76,45.65,55.94,Normal
2026-06-23 15:32:04,Welding_Robot_2,58.7,33.88,53.82,Normal
2026-06-23 15:37:04,Assembly_Station_X,50.52,44.37,59.2,Normal
2026-06-23 15:42:04,Assembly_Station_X,47.79,26.62,46.88,Normal
2026-06-23 15:47:04,Assembly_Station_X,41.7,24.12,55.01,Normal
2026-06-23 15:52:04,Paint_Booth_A,61.86,29.07,54.24,Normal
2026-06-23 15:57:04,Welding_Robot_1,49.61,47.32,46.91,Normal
2026-06-23 16:02:04,Assembly_Station_X,54.2,13.0,48.77,Normal
2026-06-23 16:07:04,Welding_Robot_1,43.95,37.72,55.23,Normal
2026-06-23 16:12:04,Paint_Booth_A,43.98,19.34,53.02,Normal
2026-06-23 16:17:04,Welding_Robot_1,52.28,19.49,45.78,Normal
2026-06-23 16:22:04,Paint_Booth_A,41.54,14.44,56.12,Normal
2026-06-23 16:27:04,Paint_Booth_A,67.59,29.18,55.01,Normal
2026-06-23 16:32:04,Welding_Robot_2,49.71,17.68,45.2,Normal
2026-06-23 16:37:04,Welding_Robot_2,55.21,15.74,45.89,Normal
2026-06-23 16:42:04,Welding_Robot_1,68.51,39.63,48.42,Normal
2026-06-23 16:47:04,Welding_Robot_1,53.63,47.46,50.32,Normal
2026-06-23 16:52:04,Welding_Robot_2,62.64,37.58,57.43,Normal
2026-06-23 16:57:04,Welding_Robot_1,53.36,36.69,48.52,Normal
2026-06-23 17:02:04,Welding_Robot_2,66.59,39.58,46.22,Normal
2026-06-23 17:07:04,Welding_Robot_2,42.49,13.65,54.47,Normal
2026-06-23 17:12:04,Welding_Robot_2,52.1,43.49,51.2,Normal
2026-06-23 17:17:04,Welding_Robot_1,54.1,21.24,50.85,Normal
2026-06-23 17:22:04,Welding_Robot_1,65.63,13.08,47.08,Normal
2026-06-23 17:27:04,Assembly_Station_X,63.47,20.79,57.7,Normal
2026-06-23 17:32:04,Paint_Booth_A,41.87,10.81,50.79,Normal
2026-06-23 17:37:04,Welding_Robot_1,58.0,13.25,49.38,Normal
2026-06-23 17:42:04,Welding_Robot_2,68.06,41.34,47.86,Normal
2026-06-23 17:47:04,Paint_Booth_A,67.82,27.79,45.22,Normal
2026-06-23 17:52:04,Paint_Booth_A,55.31,19.22,51.93,Normal
2026-06-23 17:57:04,Welding_Robot_1,42.52,13.67,59.06,Normal
2026-06-23 18:02:04,Welding_Robot_2,56.9,23.78,53.37,Normal
2026-06-23 18:07:04,Assembly_Station_X,47.35,19.63,58.03,Normal
2026-06-23 18:12:04,Welding_Robot_2,55.29,16.07,56.36,Normal
2026-06-23 18:17:04,Welding_Robot_2,51.66,48.86,46.05,Normal
2026-06-23 18:22:04,Welding_Robot_2,54.9,36.33,53.36,Normal
2026-06-23 18:27:04,Welding_Robot_1,47.33,21.26,59.26,Normal
2026-06-23 18:32:04,Welding_Robot_1,54.6,16.23,52.06,Normal
2026-06-23 18:37:04,Assembly_Station_X,50.41,18.92,58.69,Normal
2026-06-23 18:42:04,Welding_Robot_1,40.08,41.67,54.02,Normal
2026-06-23 18:47:04,Welding_Robot_1,44.36,49.21,59.49,Normal
2026-06-23 18:52:04,Paint_Booth_A,45.27,38.28,56.6,Normal
2026-06-23 18:57:04,Welding_Robot_2,63.2,30.86,46.27,Normal
2026-06-23 19:02:04,Assembly_Station_X,62.06,36.95,59.7,Normal
2026-06-23 19:07:04,Welding_Robot_1,62.65,24.51,54.62,Normal
2026-06-23 19:12:04,Assembly_Station_X,41.03,24.77,118.29,Anomaly
2026-06-23 19:17:04,Welding_Robot_1,65.33,31.58,49.85,Normal
2026-06-23 19:22:04,Welding_Robot_2,50.21,33.51,51.62,Normal
2026-06-23 19:27:04,Welding_Robot_2,58.16,45.61,48.96,Normal
2026-06-23 19:32:04,Welding_Robot_2,50.83,27.97,52.84,Normal
2026-06-23 19:37:04,Assembly_Station_X,54.04,23.46,50.09,Normal
2026-06-23 19:42:04,Welding_Robot_2,45.87,15.88,58.43,Normal
2026-06-23 19:47:04,Welding_Robot_1,57.43,12.59,48.58,Normal
2026-06-23 19:52:04,Paint_Booth_A,51.94,44.39,45.86,Normal
2026-06-23 19:57:04,Welding_Robot_2,53.65,29.02,57.21,Normal
2026-06-23 20:02:04,Welding_Robot_1,65.63,36.91,49.42,Normal
2026-06-23 20:07:04,Welding_Robot_2,55.95,22.18,57.25,Normal
2026-06-23 20:12:04,Assembly_Station_X,44.1,38.69,59.32,Normal
2026-06-23 20:17:04,Paint_Booth_A,50.17,80.75,50.41,Anomaly
2026-06-23 20:22:04,Paint_Booth_A,55.94,22.71,57.91,Normal
2026-06-23 20:27:04,Welding_Robot_2,49.25,44.16,55.3,Normal
2026-06-23 20:32:04,Paint_Booth_A,47.01,30.09,55.14,Normal
2026-06-23 20:37:04,Welding_Robot_1,61.17,19.87,53.34,Normal
2026-06-23 20:42:04,Welding_Robot_2,45.82,27.34,55.89,Normal
2026-06-23 20:47:04,Welding_Robot_1,51.55,43.19,51.01,Normal
2026-06-23 20:52:04,Paint_Booth_A,67.79,42.02,55.53,Normal
2026-06-23 20:57:04,Assembly_Station_X,45.96,43.56,52.64,Normal
2026-06-23 21:02:04,Assembly_Station_X,66.01,36.32,51.68,Normal
2026-06-23 21:07:04,Paint_Booth_A,61.62,25.97,46.18,Normal
2026-06-23 21:12:04,Welding_Robot_1,69.46,20.35,58.63,Normal
2026-06-23 21:17:04,Welding_Robot_2,42.54,22.24,50.88,Normal
2026-06-23 21:22:04,Paint_Booth_A,53.29,27.29,47.26,Normal
2026-06-23 21:27:04,Paint_Booth_A,43.9,38.95,56.52,Normal
2026-06-23 21:32:04,Welding_Robot_2,62.67,44.85,46.24,Normal
2026-06-23 21:37:04,Welding_Robot_1,63.23,15.79,50.64,Normal
2026-06-23 21:42:04,Welding_Robot_1,69.08,42.63,48.53,Normal
2026-06-23 21:47:04,Paint_Booth_A,49.69,46.36,48.39,Normal
2026-06-23 21:52:04,Welding_Robot_2,47.66,11.05,47.09,Normal
2026-06-23 21:57:04,Welding_Robot_2,46.61,43.98,51.74,Normal
2026-06-23 22:02:04,Welding_Robot_1,40.72,12.97,50.03,Normal
2026-06-23 22:07:04,Welding_Robot_1,58.47,15.92,48.03,Normal
2026-06-23 22:12:04,Assembly_Station_X,49.02,49.06,48.8,Normal
2026-06-23 22:17:04,Welding_Robot_2,67.09,18.3,57.06,Normal
2026-06-23 22:22:04,Assembly_Station_X,51.11,32.73,52.62,Normal
2026-06-23 22:27:04,Assembly_Station_X,52.6,24.8,48.69,Normal
2026-06-23 22:32:04,Paint_Booth_A,69.82,32.66,51.34,Normal
2026-06-23 22:37:04,Welding_Robot_2,52.15,18.16,49.38,Normal
2026-06-23 22:42:04,Assembly_Station_X,50.49,19.6,53.75,Normal
2026-06-23 22:47:04,Welding_Robot_1,43.56,42.36,48.38,Normal
2026-06-23 22:52:04,Welding_Robot_1,51.42,44.02,52.8,Normal
2026-06-23 22:57:04,Assembly_Station_X,64.79,34.9,57.39,Normal
2026-06-23 23:02:04,Welding_Robot_2,47.37,15.92,50.54,Normal
2026-06-23 23:07:04,Paint_Booth_A,68.5,23.78,58.79,Normal
2026-06-23 23:12:04,Paint_Booth_A,63.88,44.86,58.85,Normal
2026-06-23 23:17:04,Assembly_Station_X,41.46,47.72,46.52,Normal
2026-06-23 23:22:04,Assembly_Station_X,63.35,31.56,58.27,Normal
2026-06-23 23:27:04,Assembly_Station_X,64.59,12.82,82.1,Anomaly
2026-06-23 23:32:04,Welding_Robot_1,58.39,39.16,46.21,Normal
2026-06-23 23:37:04,Paint_Booth_A,60.28,14.36,45.7,Normal
2026-06-23 23:42:04,Assembly_Station_X,65.05,20.46,46.5,Normal
2026-06-23 23:47:04,Assembly_Station_X,43.82,22.71,52.4,Normal
2026-06-23 23:52:04,Welding_Robot_2,53.33,25.38,55.33,Normal
2026-06-23 23:57:04,Paint_Booth_A,50.85,33.65,51.53,Normal
2026-06-24 00:02:04,Assembly_Station_X,43.97,19.92,46.8,Normal
2026-06-24 00:07:04,Paint_Booth_A,63.93,23.57,51.17,Normal
2026-06-24 00:12:04,Assembly_Station_X,62.34,49.85,51.2,Normal
2026-06-24 00:17:04,Welding_Robot_1,56.82,13.37,48.42,Normal
2026-06-24 00:22:04,Assembly_Station_X,54.06,19.09,50.19,Normal
2026-06-24 00:27:04,Assembly_Station_X,53.55,35.25,53.14,Normal
2026-06-24 00:32:04,Welding_Robot_1,56.57,11.1,59.34,Normal
2026-06-24 00:37:04,Paint_Booth_A,54.25,38.18,53.22,Normal
2026-06-24 00:42:04,Assembly_Station_X,46.86,28.38,55.04,Normal
2026-06-24 00:47:04,Assembly_Station_X,69.22,35.54,46.97,Normal
2026-06-24 00:52:04,Welding_Robot_2,40.71,19.06,58.34,Normal
2026-06-24 00:57:04,Welding_Robot_1,45.06,35.98,49.69,Normal
2026-06-24 01:02:04,Assembly_Station_X,58.39,16.35,59.11,Normal
2026-06-24 01:07:04,Paint_Booth_A,59.76,44.17,49.89,Normal
2026-06-24 01:12:04,Paint_Booth_A,56.03,30.5,50.78,Normal
2026-06-24 01:17:04,Assembly_Station_X,44.74,35.22,48.8,Normal
2026-06-24 01:22:04,Assembly_Station_X,64.65,23.1,48.2,Normal
2026-06-24 01:27:04,Paint_Booth_A,52.62,10.0,58.74,Normal
2026-06-24 01:32:04,Welding_Robot_2,50.95,48.7,46.17,Normal
2026-06-24 01:37:04,Paint_Booth_A,67.94,25.97,59.77,Normal
2026-06-24 01:42:04,Paint_Booth_A,65.35,14.22,47.91,Normal
2026-06-24 01:47:04,Welding_Robot_1,63.59,32.46,46.92,Normal
2026-06-24 01:52:04,Welding_Robot_2,53.45,35.01,46.07,Normal
2026-06-24 01:57:04,Welding_Robot_1,57.31,22.59,57.07,Normal
2026-06-24 02:02:04,Paint_Booth_A,55.77,36.32,47.14,Normal
2026-06-24 02:07:04,Welding_Robot_2,49.16,21.91,45.63,Normal
2026-06-24 02:12:04,Welding_Robot_2,59.77,36.76,52.06,Normal
2026-06-24 02:17:04,Paint_Booth_A,68.74,34.36,58.85,Normal
2026-06-24 02:22:04,Assembly_Station_X,49.52,48.1,51.93,Normal
2026-06-24 02:27:04,Welding_Robot_2,47.21,21.51,45.01,Normal
2026-06-24 02:32:04,Assembly_Station_X,46.55,10.37,45.14,Normal
2026-06-24 02:37:04,Assembly_Station_X,53.77,17.62,54.4,Normal
2026-06-24 02:42:04,Welding_Robot_1,50.63,44.53,55.14,Normal
2026-06-24 02:47:04,Welding_Robot_1,64.64,15.76,45.65,Normal
2026-06-24 02:52:04,Welding_Robot_1,67.39,24.21,46.92,Normal
2026-06-24 02:57:04,Welding_Robot_1,55.99,40.72,45.49,Normal
2026-06-24 03:02:04,Welding_Robot_2,64.4,12.18,45.2,Normal
2026-06-24 03:07:04,Welding_Robot_2,41.0,26.27,53.25,Normal
2026-06-24 03:12:04,Welding_Robot_2,59.8,11.85,48.46,Normal
2026-06-24 03:17:04,Paint_Booth_A,65.17,40.07,56.29,Normal
2026-06-24 03:22:04,Paint_Booth_A,62.37,10.34,58.23,Normal
2026-06-24 03:27:04,Welding_Robot_2,60.25,23.41,53.84,Normal
2026-06-24 03:32:04,Assembly_Station_X,45.23,13.63,57.65,Normal
2026-06-24 03:37:04,Assembly_Station_X,67.98,21.35,55.78,Normal
2026-06-24 03:42:04,Welding_Robot_1,57.03,36.09,51.35,Normal
2026-06-24 03:47:04,Welding_Robot_2,43.39,43.35,58.74,Normal
2026-06-24 03:52:04,Welding_Robot_1,57.24,12.07,55.93,Normal
2026-06-24 03:57:04,Welding_Robot_2,43.48,49.54,50.27,Normal
2026-06-24 04:02:04,Assembly_Station_X,49.73,49.07,54.62,Normal
2026-06-24 04:07:04,Paint_Booth_A,57.09,27.6,56.06,Normal
2026-06-24 04:12:04,Welding_Robot_1,55.36,46.32,54.5,Normal
2026-06-24 04:17:04,Welding_Robot_1,60.07,32.64,51.27,Normal
2026-06-24 04:22:04,Welding_Robot_1,61.86,37.06,45.73,Normal
2026-06-24 04:27:04,Assembly_Station_X,48.98,24.77,48.1,Normal
2026-06-24 04:32:04,Assembly_Station_X,49.01,31.98,110.47,Anomaly
2026-06-24 04:37:04,Welding_Robot_2,65.25,38.88,47.29,Normal
2026-06-24 04:42:04,Paint_Booth_A,62.55,33.37,45.31,Normal
2026-06-24 04:47:04,Assembly_Station_X,58.73,14.74,86.3,Anomaly
2026-06-24 04:52:04,Welding_Robot_1,58.5,35.69,59.41,Normal
2026-06-24 04:57:04,Paint_Booth_A,52.7,12.71,52.5,Normal
2026-06-24 05:02:04,Paint_Booth_A,68.09,14.96,52.01,Normal
2026-06-24 05:07:04,Welding_Robot_1,57.44,31.78,58.95,Normal
2026-06-24 05:12:04,Paint_Booth_A,59.45,42.59,59.92,Normal
2026-06-24 05:17:04,Assembly_Station_X,54.24,46.13,51.36,Normal
2026-06-24 05:22:04,Welding_Robot_1,69.48,31.55,45.64,Normal
2026-06-24 05:27:04,Welding_Robot_2,57.38,36.42,53.36,Normal
2026-06-24 05:32:04,Assembly_Station_X,40.38,27.06,50.54,Normal
2026-06-24 05:37:04,Paint_Booth_A,66.56,42.03,46.94,Normal
2026-06-24 05:42:04,Paint_Booth_A,42.48,49.56,49.64,Normal
2026-06-24 05:47:04,Welding_Robot_1,56.66,15.28,45.0,Normal
2026-06-24 05:52:04,Assembly_Station_X,47.26,12.46,46.51,Normal
2026-06-24 05:57:04,Welding_Robot_2,69.68,37.6,52.37,Normal
2026-06-24 06:02:04,Welding_Robot_2,55.33,12.11,49.31,Normal
2026-06-24 06:07:04,Welding_Robot_2,62.15,14.62,51.44,Normal
2026-06-24 06:12:04,Assembly_Station_X,54.97,43.06,53.04,Normal
2026-06-24 06:17:04,Welding_Robot_1,57.36,23.11,48.05,Normal
2026-06-24 06:22:04,Assembly_Station_X,69.01,19.1,45.87,Normal
2026-06-24 06:27:04,Welding_Robot_2,56.15,30.27,45.64,Normal
2026-06-24 06:32:04,Paint_Booth_A,67.64,40.93,52.01,Normal
2026-06-24 06:37:04,Paint_Booth_A,57.45,29.51,52.61,Normal
2026-06-24 06:42:04,Assembly_Station_X,59.01,17.97,53.41,Normal
2026-06-24 06:47:04,Paint_Booth_A,68.74,22.62,45.82,Normal
2026-06-24 06:52:04,Welding_Robot_1,44.38,44.04,57.71,Normal
2026-06-24 06:57:04,Welding_Robot_1,68.09,17.86,57.09,Normal
2026-06-24 07:02:04,Assembly_Station_X,42.9,25.98,52.72,Normal
2026-06-24 07:07:04,Welding_Robot_2,56.13,27.2,57.23,Normal
2026-06-24 07:12:04,Welding_Robot_1,48.18,13.64,57.37,Normal
2026-06-24 07:17:04,Welding_Robot_1,55.06,10.98,55.03,Normal
2026-06-24 07:22:04,Welding_Robot_1,41.84,21.35,47.11,Normal
2026-06-24 07:27:04,Assembly_Station_X,61.24,44.01,55.07,Normal
2026-06-24 07:32:04,Assembly_Station_X,54.93,19.72,54.06,Normal
2026-06-24 07:37:04,Paint_Booth_A,47.02,23.83,54.25,Normal
2026-06-24 07:42:04,Assembly_Station_X,54.76,14.08,47.12,Normal
2026-06-24 07:47:04,Paint_Booth_A,52.86,24.93,45.76,Normal
2026-06-24 07:52:04,Assembly_Station_X,49.18,33.28,57.84,Normal
2026-06-24 07:57:04,Welding_Robot_2,63.44,49.87,46.58,Normal
2026-06-24 08:02:04,Welding_Robot_2,50.37,18.99,47.24,Normal
2026-06-24 08:07:04,Assembly_Station_X,64.45,45.29,47.0,Normal
2026-06-24 08:12:04,Paint_Booth_A,62.22,22.65,56.85,Normal
2026-06-24 08:17:04,Welding_Robot_2,53.17,12.45,57.91,Normal
2026-06-24 08:22:04,Assembly_Station_X,66.36,20.99,56.68,Normal
2026-06-24 08:27:04,Welding_Robot_1,57.26,45.64,48.99,Normal
2026-06-24 08:32:04,Welding_Robot_1,49.89,28.97,50.99,Normal
2026-06-24 08:37:04,Assembly_Station_X,52.01,13.31,51.22,Normal
2026-06-24 08:42:04,Assembly_Station_X,67.19,37.54,58.68,Normal
2026-06-24 08:47:04,Welding_Robot_2,60.42,14.69,59.07,Normal
2026-06-24 08:52:04,Paint_Booth_A,48.72,46.61,57.69,Normal
2026-06-24 08:57:04,Paint_Booth_A,66.47,34.75,56.72,Normal
2026-06-24 09:02:04,Assembly_Station_X,57.63,31.0,47.53,Normal
2026-06-24 09:07:04,Paint_Booth_A,50.91,28.39,49.31,Normal
2026-06-24 09:12:04,Welding_Robot_1,59.52,39.67,59.98,Normal
2026-06-24 09:17:04,Paint_Booth_A,57.5,17.31,45.75,Normal
